corr,filtro,psu,region,p1_1,p1_2,p1_3,p2,p3,p4,p5,p6,p7,p7a,p7t,p8,p8a,p8t,p9,p9a,p9t,p10,p11_1,p11_2,p11_3,p11_4,p11_5,p11_6,p11_7,p11_8,p11_9,p11_10,p11_11,p11_12,p11_13,p11_14,p11_15,p11_16,p11_17,p11_18,p11_19,p11_20,p11_21,p11_22,p11_23,p11_24,p11_25,p12,p13_a,p13_b,p13_c,p13_d,p13_e,p13_f,p14,p15,p16,p17_a,p17_b,p17_c,p17_d,p17_e,p17_f,p17_g,p17_h,p17_i,p17_j,p17_k,p17_l,p17_m,p17_n,p18_a,p18_b,p18_c,p18_d,p18_e,p19,p20,p21,p22,p23,p24,p25,p26,p27_a,p27_b,p28_a,p28_b,te1,te2_a,te2_b,te2_c,te2_d,te2_e,te2_1,te3_a,te3_b,te3_c,te3_d,te3_e,te3_f,te3_g,te3_h,te3_i,te3_j,te4_a,te4_b,te4_c,te4_d,te5,te6,te7_a,te7_b,te7_c,te7_d,te7_e,te7_f,te7_g,te7_h,te7_i,te7_j,te8,te9_1,te9_2,te9_3,te10_1,te10_2,te10_3,te11_1,te11_2,te11_3,te12,te13,te14,te15,te16,te17,te18,te19_1,te19_2,te19_3,te20_a,te20_b,te21,te22,te23,te24,de1,de2,de2_a,de3,de4,de5,de5_c,de6,de7,de8,de9,de10,de11,de12,de13_a,de13_b,de13_c,de13_d,de13_e,de13_f,de13_g,de13_h,de13_i,de13_j,de13_k,de13_l,de13_m,de13_n,de13_o,de13_p,de14_a,de14_b,de14_c,de14_d,de14_e,de14_f,de15,de16,de17,b5,pond
167,490,81,7,13,6,10,2,1,1,1,1,1,,1,2,,2,4,,4,1,6,6,4,6,6,6,6,6,6,4,6,6,4,2,6,6,6,6,2,6,6,6,6,6,6,1,2,2,1,2,2,1,30,17,1,3,2,3,4,3,3,3,4,2,3,3,3,3,3,6,3,6,5,5,3,8,5,4,4,2,1,2,1,2,1,1,1,1,1,1,2,1,5,1,1,2,1,2,2,2,2,2,2,1,1,1,1,6,1,3,4,3,3,4,3,2,3,2,3,2,,,,10,7,3,11,8,9,1,2,13000,2,,3,2,,,,1,1,2,1,3,1,1,41,1962-01-04T00:00:00Z,2,8,4,8,1,5,1,7,9,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,5,6,5,1,1.03771758079529
168,846,126,10,11,13,7,3,8,8,8,8,1,,1,5,5,5,7,7,7,3,8,8,8,8,8,8,8,8,8,4,8,6,4,2,8,1,8,6,8,6,6,6,8,8,4,1,1,1,1,1,1,1,14,25,1,1,4,3,8,2,2,8,1,2,4,3,2,1,2,5,4,7,5,7,4,6,5,5,5,4,3,2,8,,8,,2,8,8,8,8,8,4,2,2,2,2,2,8,2,2,2,2,1,1,2,2,7,1,8,8,2,5,2,5,3,8,1,2,2,,,,4,2,8,1,5,6,2,,,,,,,,,,,,2,1,3,2,2,85,1918-03-12T00:00:00Z,1,4,4,4,8,1,1,2,9,1,1,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,6,5,4,1,0.746192216873169
169,847,126,10,10,6,5,4,1,1,1,1,7,,7,2,,2,4,,4,8,5,4,4,3,3,2,3,3,3,5,3,4,4,1,1,4,3,2,4,3,2,3,6,3,3,7,2,3,3,3,2,2,30,13,1,2,3,3,2,3,3,2,3,2,2,3,3,2,2,5,5,6,6,6,3,6,5,4,5,4,3,2,1,2,1,1,2,2,2,2,1,1,2,8,8,1,1,2,8,1,1,2,1,1,2,2,2,6,1,1,4,2,4,1,9,1,3,3,4,2,,,,4,2,8,3,10,6,3,,,,,,,,,,,,1,1,2,2,1,32,1970-12-22T00:00:00Z,1,18,15,6,1,11,1,3,9,1,3,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,11,2,3,1,1.20403659343719
170,848,126,10,10,6,7,3,8,2,1,1,9,9,9,5,5,5,7,7,7,8,4,8,4,8,8,8,8,8,8,4,8,3,4,3,8,2,8,3,4,3,3,8,8,8,3,88,2,1,1,1,1,1,39,25,4,2,3,3,3,2,2,3,2,2,4,3,2,1,2,5,5,5,5,5,3,6,5,5,5,6,3,2,8,,8,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,5,1,3,4,8,5,2,3,2,8,2,3,2,,,,4,10,1,4,1,6,1,2,9000,1,3,1,1,3,,,1,1,1,1,3,2,2,37,1965-12-07T00:00:00Z,1,12,5,4,1,11,1,8,9,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,11,3,3,1,0.78246146440506
171,849,126,10,6,7,11,3,2,2,2,2,9,9,9,5,5,5,7,7,7,3,2,3,3,8,8,8,8,8,8,3,8,8,2,4,8,2,6,8,8,8,6,8,6,8,8,88,1,1,1,1,1,1,48,25,8,2,3,3,3,3,3,3,2,3,3,3,2,2,2,5,5,5,4,6,3,6,5,5,5,5,3,2,8,,8,,2,2,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,6,1,1,4,2,4,2,5,1,4,2,4,1,4,9,7,,,,4,6,8,2,,,,,,,,,,,,8,1,3,2,1,73,1930-05-20T00:00:00Z,6,4,4,4,1,5,1,4,9,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,5,1,3,1,1.05536282062531
172,850,126,10,7,2,9,3,2,2,8,3,9,9,9,5,5,5,7,7,7,8,3,8,4,8,8,8,8,6,3,3,8,8,2,4,8,1,8,8,4,8,6,8,6,8,3,88,1,1,1,1,1,1,14,9,8,1,3,3,3,3,2,3,2,3,4,4,2,1,3,2,3,3,3,5,4,6,1,1,1,4,3,2,8,,8,,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,5,2,1,4,1,4,2,4,2,3,2,2,8,,,,,,,4,1,8,2,,,,,,,,,,,,1,1,3,2,2,77,1925-10-12T00:00:00Z,6,4,4,4,8,3,1,5,9,1,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,1,4,1,0.746192216873169
173,1151,193,13,2,6,10,2,3,2,8,3,9,9,9,5,5,5,7,7,7,8,3,3,4,3,3,2,2,2,2,3,6,3,3,2,2,2,3,2,2,2,6,2,6,2,2,1,1,1,1,1,1,1,48,25,8,4,4,3,4,2,2,3,4,4,4,4,4,2,2,2,1,1,1,2,8,8,3,3,3,3,8,8,2,,1,2,8,2,1,2,1,1,8,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,8,4,4,4,2,3,2,4,4,3,4,1,11,1,4,,,,1,6,4,2,,,,,,,,,,,,2,1,1,1,1,35,1967-09-27T00:00:00Z,2,12,5,4,2,3,9,8,9,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,5,8,3,1,1.03771758079529
174,1152,193,13,7,2,4,1,2,2,8,3,99,99,99,5,5,5,7,7,7,9,4,3,4,4,8,4,4,3,3,1,3,3,3,3,3,8,8,8,8,8,6,5,6,1,8,99,1,1,1,1,1,1,49,26,9,4,4,2,4,4,4,4,1,4,4,4,4,4,4,3,3,3,3,3,4,8,3,4,3,4,1,2,1,2,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,2,2,1,3,2,3,4,3,2,3,3,1,5,3,7,,,,1,6,4,1,4,,2,,2,1,2,,,1,2,1,1,1,1,1,39,1963-12-07T00:00:00Z,3,12,5,4,1,4,1,8,9,2,3,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,4,5,4,1,1.03771758079529
175,1153,193,13,3,7,9,2,2,2,8,3,9,9,9,5,5,5,7,7,7,3,4,8,4,8,8,4,8,8,3,4,4,4,4,3,2,8,8,8,4,8,4,4,4,4,4,88,1,1,1,1,1,1,22,13,4,2,3,2,3,2,2,3,2,2,4,8,8,2,2,1,1,5,4,2,4,6,5,5,3,4,3,2,8,,2,,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,6,2,3,2,4,3,2,1,2,3,2,2,2,,,,3,7,5,4,7,2,2,,,,,,,,,,,,1,1,2,2,1,62,1941-02-16T00:00:00Z,1,5,4,5,8,2,1,3,9,1,1,2,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,4,3,4,1,1.05536282062531
176,1155,193,13,3,6,7,3,2,3,9,2,1,,1,2,,2,5,,5,2,4,4,4,6,4,6,4,4,4,4,8,8,4,4,4,4,6,6,4,4,6,6,6,6,4,2,1,1,1,1,1,1,22,13,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,5,1,7,1,7,4,1,6,5,4,3,2,2,2,,2,,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,2,1,3,2,1,2,3,2,2,1,1,3,7,5,,,,4,2,6,1,5,,1,3,2,1,2,,,1,1,2,2,2,8,1,53,1950-02-11T00:00:00Z,1,6,4,6,1,6,1,8,9,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,6,5,4,1,1.3042163848877
177,491,277,7,9,2,1,2,2,1,1,1,1,,1,2,,2,4,,4,1,5,6,3,6,6,4,3,3,6,4,6,6,4,4,6,1,6,6,3,3,6,6,6,6,2,1,2,1,1,1,1,1,39,13,1,1,2,1,2,4,3,4,1,2,4,2,2,1,4,5,3,5,5,6,3,1,6,4,4,3,2,2,8,,8,,3,1,2,2,2,1,5,1,1,1,1,1,1,1,8,1,1,2,1,1,1,6,1,3,4,3,2,4,2,3,3,3,4,2,,,,2,8,5,3,5,8,2,,,,,,,,,,,,2,2,2,2,2,78,1924-07-15T00:00:00Z,1,4,4,4,9,2,1,5,9,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,2,7,2,4,2,0.855739176273346
178,492,277,7,6,9,10,3,2,2,8,3,9,9,9,5,5,5,7,7,7,1,4,3,4,6,6,6,6,4,6,3,6,6,4,4,6,3,6,3,3,3,6,6,6,6,3,11,2,2,2,1,1,1,22,13,4,2,2,2,3,3,3,4,1,3,4,4,3,3,3,5,3,6,4,6,3,6,5,3,4,3,1,2,2,,2,,8,2,2,2,1,1,5,1,1,1,1,1,2,2,2,1,1,1,1,2,2,6,2,3,4,2,3,3,3,3,3,3,3,1,8,1,11,,,,8,3,5,1,5,,2,,3,2,,,,1,1,2,1,2,2,2,27,1976-05-06T00:00:00Z,5,6,4,6,2,2,1,8,9,1,5,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,5,8,4,2,0.710766911506653
179,493,277,7,6,10,7,2,3,3,1,3,9,9,9,1,,1,1,,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,88,2,2,2,1,1,1,22,13,2,2,3,3,3,2,2,2,2,2,2,4,3,3,3,3,3,5,4,5,3,6,5,3,3,4,1,2,1,2,1,2,2,2,2,2,2,1,5,1,2,2,1,2,2,2,2,2,2,1,2,1,2,6,1,3,4,3,3,2,4,3,3,2,3,1,2,8,11,,,,8,5,1,1,5,,2,,2,2,,,,1,1,8,1,2,2,2,24,1979-09-22T00:00:00Z,1,8,4,8,2,1,1,5,99,1,5,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,3,4,2,0.659186482429504
180,494,277,7,10,7,6,2,1,1,1,1,7,,7,2,,2,5,,5,3,6,6,6,6,6,6,6,6,6,3,6,6,4,3,6,4,6,6,6,6,6,6,6,6,4,7,2,2,1,1,1,1,48,13,1,3,3,3,3,3,3,4,1,2,4,4,3,3,2,4,4,4,4,4,2,1,6,5,6,3,2,1,1,2,1,1,2,8,2,2,2,2,5,2,1,8,2,2,2,2,2,2,2,2,2,2,2,6,1,2,4,2,4,3,4,2,3,3,4,1,8,1,3,,,,3,4,8,1,3,,2,,2,2,,,,1,1,2,1,2,1,1,59,1944-05-12T00:00:00Z,1,6,4,6,1,4,1,4,9,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5,4,4,2,0.988735496997833
181,495,277,7,1,9,6,3,2,3,1,1,1,,1,2,,2,5,,5,1,6,6,6,6,6,6,6,6,6,3,6,6,4,3,6,6,6,6,6,6,6,6,6,6,6,88,1,1,1,1,1,1,48,25,8,2,2,2,2,4,2,4,1,2,4,2,3,4,3,5,4,6,4,6,8,6,5,3,3,2,2,2,8,,8,,2,8,2,8,2,8,5,1,1,1,1,2,1,1,1,1,1,2,1,1,1,6,1,8,8,2,8,2,4,2,3,8,8,2,,,,2,4,8,8,1,5,2,,,,,,,,,,,,2,2,2,2,1,54,1948-09-03T00:00:00Z,1,0,1,0,1,3,1,5,9,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2,1,1,1,1,6,4,4,2,1.25761139392853
182,291,51,5,6,7,4,2,2,2,1,3,9,9,9,5,5,5,7,7,7,8,4,8,8,6,6,8,8,8,8,8,8,6,8,4,8,8,6,6,6,6,6,6,6,6,6,88,1,1,1,1,1,1,48,25,8,2,2,2,2,2,3,8,2,3,4,4,4,2,1,4,1,3,1,1,3,6,2,3,2,2,8,8,8,,8,,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,5,2,4,2,3,4,3,2,2,3,4,3,1,3,6,4,,,,4,1,2,3,,,,,,,,,,,,2,1,2,2,2,63,1940-03-28T00:00:00Z,6,4,4,4,9,3,1,2,9,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,1,4,1,0.746192216873169
183,292,51,5,3,6,11,1,2,2,8,3,9,9,9,5,5,5,7,7,7,8,4,4,4,4,8,6,8,8,8,3,6,3,8,2,6,4,6,8,2,8,6,6,6,8,6,11,1,1,1,1,1,1,48,25,8,2,3,3,3,2,2,2,3,4,4,3,2,3,1,4,3,5,1,5,3,8,2,2,2,2,8,8,8,,8,,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,2,4,4,4,2,3,4,2,3,2,1,3,8,10,,,,7,10,1,3,,,,,,,,,,,,2,1,2,2,2,27,1976-02-10T00:00:00Z,1,12,5,4,1,6,1,2,9,1,3,2,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,6,2,4,1,1.02533006668091
184,293,51,5,6,10,3,2,2,2,8,8,9,9,9,5,5,5,7,7,7,3,9,9,9,8,8,9,9,9,8,8,8,8,6,8,8,8,9,8,8,8,8,6,6,8,8,10,1,1,1,1,1,1,49,26,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,4,6,,,,,9,2,2,,2,,2,2,1,2,1,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,2,3,1,3,2,3,4,3,3,3,2,,,,1,5,3,3,1,6,3,,,,,,,,,,,,2,1,2,2,1,21,1982-05-27T00:00:00Z,3,15,14,3,1,7,1,8,9,1,1,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,7,5,4,1,1.25462162494659
185,294,51,5,5,6,3,1,2,2,2,3,9,9,9,5,5,5,7,7,7,2,4,6,4,6,6,6,6,6,6,4,6,6,3,2,6,4,6,6,6,8,6,6,6,6,6,88,2,2,1,1,1,1,48,25,8,2,8,2,2,2,3,2,3,2,2,2,2,2,2,5,2,5,1,6,3,6,5,5,4,5,8,8,8,,8,,2,2,1,2,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,5,1,3,2,3,4,3,2,3,2,2,2,1,1,4,3,,,,1,4,2,1,5,,1,4,1,1,2,,,1,1,2,9,2,2,2,44,1958-08-09T00:00:00Z,5,5,4,5,9,4,1,2,9,1,1,2,1,2,2,1,1,2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,4,2,4,1,0.78246146440506
186,295,51,5,6,5,10,3,2,1,1,1,1,,1,2,,2,2,,2,2,5,2,5,4,3,3,4,3,4,4,3,4,5,2,2,4,4,1,4,4,3,5,3,5,5,1,3,3,1,3,1,1,39,22,1,2,2,3,2,3,3,2,3,2,3,2,3,2,2,5,5,6,6,6,2,2,7,7,5,4,3,2,2,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,6,1,2,4,2,4,1,5,1,5,1,4,2,,,,1,4,10,4,5,2,3,,,,,,,,,,,,2,1,1,2,2,40,1963-04-24T00:00:00Z,3,18,15,5,1,11,1,2,9,1,1,2,1,2,2,2,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,2,11,4,4,1,0.78246146440506
187,266,46,5,10,11,5,2,2,2,2,3,9,9,9,5,5,5,7,7,7,3,4,2,4,3,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,2,11,2,2,1,1,1,1,30,17,5,3,4,3,4,2,4,4,4,4,4,4,4,3,3,1,1,1,1,1,4,1,1,1,1,1,8,8,2,,2,,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,3,2,1,2,3,2,1,2,1,2,5,4,,,,1,5,3,2,,,,,,,,,,,,2,1,2,2,2,65,1937-12-28T00:00:00Z,1,8,4,8,9,5,1,8,9,1,1,2,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,5,4,4,1,0.746192216873169
188,267,46,5,9,3,10,2,2,2,1,3,9,9,9,5,5,5,5,,5,2,6,4,4,2,6,6,6,6,6,3,2,6,4,2,6,2,8,8,2,8,6,6,6,8,6,1,2,1,1,1,1,1,48,25,5,1,4,3,3,2,2,3,1,1,3,2,3,1,1,6,2,6,2,6,2,5,6,6,5,5,2,2,1,1,2,,3,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,8,1,1,2,6,1,2,2,2,4,2,2,2,2,2,4,1,4,1,2,,,,1,2,4,2,,,,,,,,,,,,8,1,8,1,2,58,1945-03-29T00:00:00Z,6,12,5,4,9,1,1,1,9,1,1,2,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,5,6,4,1,0.746192216873169
189,270,46,5,3,6,7,1,2,2,1,3,2,,2,1,,1,1,,1,2,5,2,4,4,2,2,2,4,5,2,2,2,2,4,2,1,2,4,4,2,4,4,2,3,4,2,2,2,1,1,1,1,39,25,2,2,3,2,2,3,2,4,1,2,2,2,2,2,3,4,4,4,3,5,2,2,6,5,5,5,2,2,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,5,1,8,8,2,4,8,2,2,3,2,2,2,,,,1,4,6,1,4,3,2,,,,,,,,,,,,1,1,1,2,2,64,1939-04-10T00:00:00Z,6,6,4,6,9,8,1,3,9,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,8,1,4,1,0.746192216873169
190,286,50,5,11,7,6,1,3,2,9,3,9,9,9,5,5,5,7,7,7,3,4,5,2,6,6,4,2,4,3,4,3,4,4,1,3,2,4,3,2,4,3,2,3,4,4,11,2,2,1,1,1,1,48,25,5,1,4,4,4,3,3,4,4,2,4,4,2,2,2,5,1,1,1,2,4,6,5,1,3,3,3,2,2,,2,,2,2,2,2,1,1,5,2,1,2,1,1,2,2,2,2,2,1,2,2,2,5,3,3,4,2,4,4,4,2,2,2,3,2,,,,1,2,5,2,4,5,1,2,6400,1,3,2,2,,,,1,1,2,1,3,1,1,47,1955-07-26T00:00:00Z,1,11,7,3,1,6,1,1,9,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,2,2,9,3,4,1,1.3042163848877
191,287,50,5,3,6,7,4,1,2,2,3,9,9,9,5,5,5,7,7,7,3,2,2,4,2,3,3,3,3,2,3,3,2,3,2,3,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,1,1,22,13,2,4,2,3,3,4,4,8,2,4,4,2,4,3,3,3,3,3,3,3,4,6,5,4,3,4,3,2,2,,2,,3,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,1,5,1,4,4,3,2,2,3,4,3,2,3,1,4,2,6,,,,3,1,7,2,,,,,,,,,,,,2,1,3,2,2,55,1948-06-21T00:00:00Z,1,3,4,3,9,10,3,8,9,1,1,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,10,4,4,1,0.746192216873169
192,288,50,5,3,6,11,2,2,2,2,3,9,9,9,2,,2,3,,3,8,4,4,4,6,6,6,6,6,8,4,8,4,4,1,6,4,6,8,4,4,2,4,2,6,4,10,1,1,1,1,1,1,29,17,8,2,3,2,3,2,2,2,2,2,3,2,2,2,2,5,5,5,5,5,3,8,5,5,4,5,8,8,2,,8,,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,5,2,2,2,3,4,3,2,2,1,3,3,1,3,9,4,,,,5,2,4,3,,,,,,,,,,,,2,2,2,2,1,20,1982-07-20T00:00:00Z,3,12,5,4,1,4,1,8,9,1,1,2,1,2,2,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,6,2,4,1,1.25462162494659
193,289,50,5,11,6,3,3,2,2,8,3,9,9,9,5,5,5,7,7,7,9,8,8,8,8,8,8,9,8,8,8,8,4,4,8,8,2,3,3,3,4,3,3,8,3,3,99,1,1,1,1,1,1,22,13,9,2,2,2,2,3,2,2,2,2,3,3,2,2,2,5,1,1,1,4,3,6,5,4,3,4,3,2,2,,2,,2,2,1,2,1,1,3,1,1,1,1,2,2,1,1,2,2,2,2,2,2,5,8,3,2,4,3,2,3,4,2,2,3,1,5,3,8,,,,5,2,4,2,,,,,,,,,,,,2,1,3,1,1,60,1943-02-14T00:00:00Z,5,4,4,4,1,3,1,8,9,1,1,2,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,1,4,1,1.05536282062531
194,290,50,5,3,5,10,3,2,2,2,3,9,9,9,5,5,5,7,7,7,3,5,2,4,6,2,6,6,3,3,2,2,5,3,3,2,2,4,2,2,3,6,2,6,2,2,88,2,2,2,1,1,1,39,22,8,2,8,3,8,3,3,4,2,3,3,3,3,8,3,3,1,1,1,5,4,6,2,4,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,4,1,3,4,2,4,3,4,3,2,2,3,1,10,1,6,,,,3,6,9,1,5,,1,3,1,2,,,,1,1,2,1,1,1,2,35,1967-09-16T00:00:00Z,2,12,5,4,9,7,1,5,9,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,7,5,4,1,0.78246146440506
195,261,45,5,7,3,4,2,2,2,1,1,9,9,9,5,5,5,7,7,7,2,4,4,4,6,6,2,3,4,4,4,2,4,4,2,2,4,4,2,2,2,6,4,6,4,4,9,2,2,1,1,1,1,39,22,8,3,3,3,3,3,3,3,3,2,3,3,3,2,3,4,4,5,4,1,4,2,1,3,5,1,2,8,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,3,1,4,3,4,3,3,3,2,2,2,2,2,,,,2,4,9,1,3,4,2,,,,,,,,,,,,2,1,2,2,1,20,1982-07-09T00:00:00Z,3,12,7,4,1,10,9,8,9,1,3,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,10,4,4,1,1.25462162494659
196,263,45,5,2,9,14,3,2,1,1,3,9,9,9,5,5,5,7,7,7,8,4,2,4,6,3,2,3,2,4,3,6,3,4,3,2,1,3,2,4,3,2,3,6,3,3,88,1,1,1,1,1,1,48,21,8,3,3,2,4,3,3,8,2,2,2,3,2,3,1,5,1,3,1,2,4,6,5,4,3,5,3,2,8,,8,,2,2,1,2,1,1,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,4,2,2,3,4,3,8,3,2,3,3,3,2,,,,4,2,3,2,1,5,2,,,,,,,,,,,,2,1,2,2,1,69,1933-07-20T00:00:00Z,1,14,14,2,8,9,1,5,9,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2,9,2,3,1,1.05536282062531
197,264,45,5,7,5,13,3,2,1,1,3,9,9,9,5,5,5,7,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,4,2,3,3,3,3,2,2,3,3,3,3,3,10,2,2,1,1,1,1,24,25,8,3,3,3,3,3,3,3,3,3,3,3,3,2,2,5,4,5,5,5,3,6,4,4,4,4,8,8,8,,8,,2,2,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,5,1,2,2,3,2,1,2,3,3,2,3,2,,,,3,4,2,2,3,4,3,,,,,,,,,,,,2,2,2,2,2,19,1983-12-03T00:00:00Z,3,15,15,3,7,12,9,8,9,1,3,2,2,2,2,1,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,12,2,3,1,1.15786373615265
198,265,45,5,6,7,9,3,2,2,2,1,9,9,9,5,5,5,3,,3,2,4,2,4,8,8,8,8,2,3,4,3,3,4,4,3,3,3,3,3,3,6,6,6,2,4,1,1,1,1,1,1,1,48,25,1,2,4,2,2,2,2,2,2,2,4,2,2,2,2,4,1,2,1,3,3,6,3,3,1,1,2,2,8,,8,,2,2,2,1,1,1,5,1,1,1,1,1,1,1,1,2,2,1,2,1,1,4,2,2,2,4,2,2,2,2,2,2,2,2,,,,2,4,8,4,5,11,3,,,,,,,,,,,,2,1,2,2,1,35,1967-11-07T00:00:00Z,3,14,14,2,1,11,1,2,9,1,3,2,1,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,11,1,3,1,1.03771758079529
199,271,47,5,7,10,3,2,2,2,1,3,5,,5,2,,2,5,,5,2,4,4,4,4,2,2,2,4,3,4,4,3,4,4,4,4,3,3,4,4,2,4,3,4,4,5,2,2,1,1,1,1,22,13,2,2,3,2,3,3,3,2,3,2,3,3,3,2,2,4,3,3,2,3,4,6,5,5,4,4,3,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,5,1,2,2,2,4,2,2,2,2,2,2,2,,,,6,7,9,3,6,5,2,,,,,,,,,,,,2,1,2,2,2,48,1954-12-19T00:00:00Z,1,12,5,4,9,9,1,7,9,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,9,4,4,1,1.0433714389801
200,272,47,5,2,5,6,3,2,1,1,1,9,9,9,5,5,5,7,4,4,2,4,4,4,8,2,2,2,2,3,3,3,4,4,2,2,3,3,3,3,3,2,3,3,2,3,11,2,2,1,1,1,1,48,17,8,2,2,2,2,2,4,2,2,2,4,4,4,2,2,5,5,5,5,4,2,6,5,5,4,1,3,2,1,1,2,,3,2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,5,2,2,4,2,4,2,4,2,4,4,4,2,,,,1,7,3,4,1,5,3,,,,,,,,,,,,2,1,2,2,1,33,1969-07-26T00:00:00Z,3,20,15,5,5,8,9,8,9,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,8,4,3,1,1.20403659343719
